Store ID,Product ID,Year of Date,Week of Date,Count of sales,Week
11,11,2018,Week 13,10,13
11,11,2018,Week 10,9,10
11,11,2018,Week 8,8,8
11,11,2018,Week 7,7,7
11,11,2018,Week 6,16,6
11,11,2018,Week 5,7,5
11,11,2018,Week 1,19,1
11,12,2018,Week 36,8,36
11,12,2018,Week 31,16,31
11,12,2018,Week 27,7,27
11,12,2018,Week 23,12,23
11,12,2018,Week 22,19,22
11,12,2018,Week 21,5,21
11,12,2018,Week 18,11,18
11,12,2018,Week 17,6,17
11,12,2018,Week 14,10,14
11,12,2018,Week 13,11,13
11,12,2018,Week 11,18,11
11,13,2017,Week 51,11,51
11,13,2017,Week 46,22,46
11,13,2017,Week 45,17,45
11,13,2017,Week 42,5,42
11,13,2017,Week 40,11,40
11,13,2017,Week 38,10,38
11,13,2017,Week 33,11,33
11,13,2018,Week 40,8,40
11,13,2018,Week 36,9,36
11,13,2018,Week 15,12,15
11,13,2018,Week 13,13,13
11,13,2018,Week 8,18,8
11,13,2018,Week 7,7,7
11,13,2018,Week 6,22,6
11,14,2017,Week 50,17,50
11,14,2017,Week 45,18,45
11,14,2017,Week 44,4,44
11,14,2017,Week 43,5,43
11,14,2017,Week 37,8,37
11,14,2017,Week 36,5,36
11,14,2017,Week 29,12,29
11,14,2017,Week 28,9,28
11,14,2017,Week 27,5,27
11,14,2017,Week 26,28,26
11,14,2017,Week 22,19,22
11,14,2017,Week 20,5,20
11,14,2017,Week 19,1,19
11,14,2017,Week 17,6,17
11,14,2017,Week 14,4,14
11,14,2017,Week 13,12,13
11,14,2017,Week 11,7,11
11,14,2017,Week 6,15,6
11,14,2017,Week 4,23,4
11,14,2017,Week 3,11,3
11,14,2018,Week 30,13,30
11,14,2018,Week 29,14,29
11,14,2018,Week 27,19,27
11,14,2018,Week 24,11,24
11,14,2018,Week 21,9,21
11,14,2018,Week 20,15,20
11,14,2018,Week 17,7,17
11,14,2018,Week 13,3,13
11,14,2018,Week 11,7,11
11,14,2018,Week 10,7,10
11,14,2018,Week 8,7,8
11,14,2018,Week 7,13,7
11,14,2018,Week 6,25,6
11,14,2018,Week 5,18,5
11,14,2018,Week 3,11,3
11,15,2017,Week 52,8,52
11,15,2017,Week 49,5,49
11,15,2017,Week 46,8,46
11,15,2017,Week 41,9,41
11,15,2017,Week 39,3,39
11,15,2017,Week 35,20,35
11,15,2017,Week 32,8,32
11,15,2017,Week 30,11,30
11,15,2017,Week 28,14,28
11,15,2017,Week 26,8,26
11,15,2017,Week 22,4,22
11,15,2017,Week 21,8,21
11,15,2017,Week 14,2,14
11,15,2017,Week 13,9,13
11,15,2018,Week 37,11,37
11,15,2018,Week 36,8,36
11,15,2018,Week 34,20,34
11,15,2018,Week 32,8,32
11,15,2018,Week 30,4,30
11,15,2018,Week 28,9,28
11,15,2018,Week 27,12,27
11,15,2018,Week 25,4,25
11,15,2018,Week 23,12,23
11,15,2018,Week 21,24,21
11,15,2018,Week 18,9,18
11,15,2018,Week 16,9,16
11,15,2018,Week 14,27,14
11,15,2018,Week 9,9,9
11,15,2018,Week 7,3,7
11,15,2018,Week 6,7,6
11,15,2018,Week 5,8,5
11,15,2018,Week 4,4,4
11,15,2018,Week 1,4,1
11,16,2017,Week 52,24,52
11,16,2017,Week 46,4,46
11,16,2017,Week 41,3,41
11,16,2017,Week 39,20,39
11,16,2017,Week 37,24,37
11,16,2017,Week 32,9,32
11,16,2017,Week 30,3,30
11,16,2017,Week 29,12,29
11,16,2017,Week 28,16,28
11,16,2017,Week 21,18,21
11,16,2018,Week 36,8,36
11,16,2018,Week 25,1,25
11,16,2018,Week 23,12,23
11,16,2018,Week 20,15,20
11,16,2018,Week 16,10,16
11,16,2018,Week 14,16,14
11,16,2018,Week 12,12,12
11,16,2018,Week 9,11,9
11,16,2018,Week 2,17,2
11,16,2018,Week 1,22,1
11,17,2017,Week 51,10,51
11,17,2017,Week 44,4,44
11,17,2017,Week 36,1,36
11,17,2017,Week 35,16,35
11,17,2017,Week 34,4,34
11,17,2017,Week 33,15,33
11,17,2017,Week 31,17,31
11,17,2017,Week 30,9,30
11,17,2017,Week 26,5,26
11,17,2017,Week 23,4,23
11,17,2017,Week 22,15,22
11,17,2017,Week 21,9,21
11,17,2017,Week 20,11,20
11,17,2017,Week 19,26,19
11,17,2017,Week 18,13,18
11,17,2017,Week 17,3,17
11,17,2017,Week 16,2,16
11,17,2017,Week 15,12,15
11,17,2017,Week 11,7,11
11,17,2017,Week 10,14,10
11,17,2017,Week 9,12,9
11,17,2017,Week 8,5,8
11,17,2017,Week 7,5,7
11,17,2017,Week 5,11,5
11,17,2017,Week 3,3,3
11,17,2018,Week 39,10,39
11,17,2018,Week 38,11,38
11,17,2018,Week 36,10,36
11,17,2018,Week 35,5,35
11,17,2018,Week 32,3,32
11,17,2018,Week 24,2,24
11,17,2018,Week 23,4,23
11,17,2018,Week 18,5,18
11,17,2018,Week 17,8,17
11,17,2018,Week 16,38,16
11,17,2018,Week 14,9,14
11,17,2018,Week 11,8,11
11,17,2018,Week 7,3,7
11,17,2018,Week 6,9,6
11,17,2018,Week 1,6,1
11,18,2017,Week 51,18,51
11,18,2017,Week 50,2,50
11,18,2017,Week 49,3,49
11,18,2017,Week 48,32,48
11,18,2017,Week 47,26,47
11,18,2017,Week 44,9,44
11,18,2017,Week 43,4,43
11,18,2017,Week 41,4,41
11,18,2017,Week 39,15,39
11,18,2017,Week 37,10,37
11,18,2017,Week 36,20,36
11,18,2017,Week 26,22,26
11,18,2017,Week 25,27,25
11,18,2017,Week 24,36,24
11,18,2017,Week 23,22,23
11,18,2017,Week 22,31,22
11,18,2017,Week 21,9,21
11,18,2017,Week 20,19,20
11,18,2017,Week 19,37,19
11,18,2017,Week 17,27,17
11,18,2017,Week 16,17,16
11,18,2017,Week 15,10,15
11,18,2017,Week 14,9,14
11,18,2017,Week 13,17,13
11,18,2017,Week 6,2,6
11,18,2017,Week 5,24,5
11,18,2017,Week 4,4,4
11,18,2017,Week 3,11,3
11,18,2017,Week 1,8,1
11,18,2018,Week 39,18,39
11,18,2018,Week 37,14,37
11,18,2018,Week 36,4,36
11,18,2018,Week 34,26,34
11,18,2018,Week 33,26,33
11,18,2018,Week 30,3,30
11,18,2018,Week 29,7,29
11,18,2018,Week 28,15,28
11,18,2018,Week 27,4,27
11,18,2018,Week 24,32,24
11,18,2018,Week 23,18,23
11,18,2018,Week 21,7,21
11,18,2018,Week 19,18,19
11,18,2018,Week 17,12,17
11,18,2018,Week 16,3,16
11,18,2018,Week 15,4,15
11,18,2018,Week 12,23,12
11,18,2018,Week 11,13,11
11,18,2018,Week 10,3,10
11,18,2018,Week 8,10,8
11,18,2018,Week 7,30,7
11,18,2018,Week 3,30,3
11,18,2018,Week 1,14,1
11,19,2017,Week 52,4,52
11,19,2017,Week 50,11,50
11,19,2018,Week 39,14,39
11,19,2018,Week 38,25,38
11,19,2018,Week 37,10,37
11,19,2018,Week 36,7,36
11,19,2018,Week 35,16,35
11,19,2018,Week 34,25,34
11,19,2018,Week 33,26,33
11,19,2018,Week 32,29,32
11,19,2018,Week 30,43,30
11,19,2018,Week 29,42,29
11,19,2018,Week 27,3,27
11,19,2018,Week 26,24,26
11,19,2018,Week 25,26,25
11,19,2018,Week 24,39,24
11,19,2018,Week 23,20,23
11,19,2018,Week 22,9,22
11,19,2018,Week 21,29,21
11,19,2018,Week 20,22,20
11,19,2018,Week 19,22,19
11,19,2018,Week 18,37,18
11,19,2018,Week 17,12,17
11,19,2018,Week 15,11,15
11,19,2018,Week 14,35,14
11,19,2018,Week 13,20,13
11,19,2018,Week 12,27,12
11,19,2018,Week 11,9,11
11,19,2018,Week 10,36,10
11,19,2018,Week 9,25,9
11,19,2018,Week 7,16,7
11,19,2018,Week 6,9,6
11,19,2018,Week 5,7,5
11,19,2018,Week 3,18,3
11,19,2018,Week 1,8,1
11,20,2017,Week 20,17,20
11,20,2017,Week 18,3,18
11,21,2017,Week 52,7,52
11,21,2017,Week 51,7,51
11,21,2017,Week 49,12,49
11,21,2017,Week 47,14,47
11,21,2017,Week 45,10,45
11,21,2017,Week 19,7,19
11,21,2017,Week 18,2,18
11,21,2017,Week 17,13,17
11,21,2017,Week 16,6,16
11,21,2017,Week 15,6,15
11,21,2017,Week 14,3,14
11,21,2017,Week 13,5,13
11,21,2017,Week 12,6,12
11,21,2017,Week 10,13,10
11,21,2017,Week 9,11,9
11,21,2017,Week 5,13,5
11,21,2018,Week 40,4,40
11,21,2018,Week 39,14,39
11,21,2018,Week 37,13,37
11,21,2018,Week 35,12,35
11,21,2018,Week 34,9,34
11,21,2018,Week 33,28,33
11,21,2018,Week 31,7,31
11,21,2018,Week 28,6,28
11,21,2018,Week 27,16,27
11,21,2018,Week 26,25,26
11,21,2018,Week 25,20,25
11,21,2018,Week 24,6,24
11,21,2018,Week 21,8,21
11,21,2018,Week 18,7,18
11,21,2018,Week 17,17,17
11,21,2018,Week 15,19,15
11,21,2018,Week 14,17,14
11,21,2018,Week 13,8,13
11,21,2018,Week 12,30,12
11,21,2018,Week 8,6,8
11,21,2018,Week 7,13,7
11,21,2018,Week 6,10,6
11,21,2018,Week 5,12,5
11,21,2018,Week 4,11,4
11,21,2018,Week 3,9,3
11,21,2018,Week 2,5,2
11,23,2017,Week 50,32,50
11,23,2017,Week 49,8,49
11,23,2017,Week 48,3,48
11,23,2017,Week 47,19,47
11,23,2017,Week 45,7,45
11,23,2018,Week 39,8,39
11,23,2018,Week 37,12,37
11,23,2018,Week 33,10,33
11,23,2018,Week 32,11,32
11,23,2018,Week 31,18,31
11,23,2018,Week 27,23,27
11,23,2018,Week 25,8,25
11,23,2018,Week 24,21,24
11,23,2018,Week 23,10,23
11,23,2018,Week 22,11,22
11,23,2018,Week 21,3,21
11,23,2018,Week 20,37,20
11,23,2018,Week 19,6,19
11,23,2018,Week 18,5,18
11,23,2018,Week 16,3,16
11,23,2018,Week 14,16,14
11,23,2018,Week 11,3,11
11,23,2018,Week 9,9,9
11,23,2018,Week 3,14,3
11,23,2018,Week 1,13,1
11,24,2017,Week 50,21,50
11,24,2017,Week 48,5,48
11,24,2017,Week 44,12,44
11,24,2017,Week 41,7,41
11,24,2017,Week 37,13,37
11,24,2017,Week 34,15,34
11,24,2017,Week 30,11,30
11,24,2017,Week 26,3,26
11,24,2017,Week 21,19,21
11,24,2017,Week 20,3,20
11,24,2017,Week 11,3,11
11,24,2017,Week 8,3,8
11,24,2017,Week 6,21,6
11,24,2017,Week 5,10,5
11,24,2017,Week 3,4,3
11,24,2017,Week 1,14,1
11,24,2018,Week 39,26,39
11,24,2018,Week 37,8,37
11,24,2018,Week 36,12,36
11,24,2018,Week 35,9,35
11,24,2018,Week 31,6,31
11,24,2018,Week 30,7,30
11,24,2018,Week 29,18,29
11,24,2018,Week 26,9,26
11,24,2018,Week 24,10,24
11,24,2018,Week 20,21,20
11,24,2018,Week 19,23,19
11,24,2018,Week 18,5,18
11,24,2018,Week 16,9,16
11,24,2018,Week 15,9,15
11,24,2018,Week 13,39,13
11,24,2018,Week 12,10,12
11,24,2018,Week 11,27,11
11,24,2018,Week 10,5,10
11,24,2018,Week 6,22,6
11,24,2018,Week 2,5,2
11,25,2017,Week 51,3,51
11,25,2017,Week 50,17,50
11,25,2017,Week 49,32,49
11,25,2017,Week 48,10,48
11,25,2017,Week 47,13,47
11,25,2017,Week 46,25,46
11,25,2017,Week 45,21,45
11,25,2017,Week 43,35,43
11,25,2017,Week 42,23,42
11,25,2017,Week 41,13,41
11,25,2017,Week 40,23,40
11,25,2017,Week 39,2,39
11,25,2017,Week 38,23,38
11,25,2017,Week 37,30,37
11,25,2017,Week 36,7,36
11,25,2017,Week 35,13,35
11,25,2017,Week 34,9,34
11,25,2017,Week 33,20,33
11,25,2017,Week 32,15,32
11,25,2017,Week 31,7,31
11,25,2017,Week 30,19,30
11,25,2017,Week 29,4,29
11,25,2017,Week 28,16,28
11,25,2017,Week 27,2,27
11,25,2017,Week 26,24,26
11,25,2017,Week 24,18,24
11,25,2017,Week 23,8,23
11,25,2017,Week 21,13,21
11,25,2017,Week 20,18,20
11,25,2017,Week 19,43,19
11,25,2017,Week 18,7,18
11,25,2017,Week 17,20,17
11,25,2017,Week 16,18,16
11,25,2017,Week 14,25,14
11,25,2017,Week 12,6,12
11,25,2017,Week 11,15,11
11,25,2017,Week 10,4,10
11,25,2017,Week 9,10,9
11,25,2017,Week 8,24,8
11,25,2017,Week 7,3,7
11,25,2017,Week 6,11,6
11,25,2017,Week 5,8,5
11,25,2017,Week 3,2,3
11,25,2017,Week 2,12,2
11,25,2018,Week 40,8,40
11,25,2018,Week 39,32,39
11,25,2018,Week 38,10,38
11,25,2018,Week 37,7,37
11,25,2018,Week 36,23,36
11,25,2018,Week 35,25,35
11,25,2018,Week 33,9,33
11,25,2018,Week 31,21,31
11,25,2018,Week 30,12,30
11,25,2018,Week 29,7,29
11,25,2018,Week 28,25,28
11,25,2018,Week 27,42,27
11,25,2018,Week 26,45,26
11,25,2018,Week 25,9,25
11,25,2018,Week 24,49,24
11,25,2018,Week 23,42,23
11,25,2018,Week 22,20,22
11,25,2018,Week 21,48,21
11,25,2018,Week 20,10,20
11,25,2018,Week 19,24,19
11,25,2018,Week 18,48,18
11,25,2018,Week 17,31,17
11,25,2018,Week 16,34,16
11,25,2018,Week 15,13,15
11,25,2018,Week 14,9,14
11,25,2018,Week 13,10,13
11,25,2018,Week 12,20,12
11,25,2018,Week 11,17,11
11,25,2018,Week 10,37,10
11,25,2018,Week 9,11,9
11,25,2018,Week 8,16,8
11,25,2018,Week 7,20,7
11,25,2018,Week 6,31,6
11,25,2018,Week 5,3,5
11,25,2018,Week 4,8,4
11,25,2018,Week 3,15,3
11,25,2018,Week 2,30,2
11,26,2017,Week 50,13,50
11,26,2017,Week 45,4,45
11,26,2017,Week 38,18,38
11,26,2017,Week 34,6,34
11,26,2017,Week 21,7,21
11,26,2018,Week 39,4,39
11,26,2018,Week 35,8,35
11,26,2018,Week 30,11,30
11,26,2018,Week 29,13,29
11,26,2018,Week 26,7,26
11,26,2018,Week 25,9,25
11,26,2018,Week 24,21,24
11,26,2018,Week 12,14,12
11,27,2017,Week 46,22,46
11,27,2017,Week 43,1,43
11,27,2017,Week 37,4,37
11,27,2017,Week 35,2,35
11,27,2017,Week 33,10,33
11,27,2017,Week 32,17,32
11,27,2017,Week 29,9,29
11,27,2017,Week 28,2,28
11,27,2017,Week 27,13,27
11,27,2017,Week 25,15,25
11,27,2017,Week 23,14,23
11,27,2017,Week 22,14,22
11,27,2017,Week 21,14,21
11,27,2017,Week 20,1,20
11,27,2017,Week 18,13,18
11,27,2017,Week 9,10,9
11,27,2017,Week 8,2,8
11,27,2017,Week 6,4,6
11,27,2017,Week 4,4,4
11,27,2017,Week 3,9,3
11,27,2017,Week 2,15,2
11,27,2017,Week 1,7,1
11,27,2018,Week 37,29,37
11,27,2018,Week 35,24,35
11,27,2018,Week 34,12,34
11,27,2018,Week 31,24,31
11,27,2018,Week 29,7,29
11,27,2018,Week 22,8,22
11,27,2018,Week 20,7,20
11,27,2018,Week 11,12,11
11,27,2018,Week 5,6,5
11,27,2018,Week 2,17,2
11,28,2018,Week 38,8,38
11,28,2018,Week 37,18,37
11,28,2018,Week 35,14,35
11,28,2018,Week 33,11,33
11,29,2017,Week 41,13,41
11,29,2017,Week 35,3,35
11,29,2017,Week 30,12,30
11,29,2017,Week 28,19,28
11,29,2017,Week 26,6,26
11,29,2017,Week 25,14,25
11,29,2018,Week 39,13,39
11,29,2018,Week 36,4,36
11,29,2018,Week 20,14,20
11,29,2018,Week 17,5,17
11,29,2018,Week 3,6,3
11,30,2017,Week 52,1,52
11,30,2017,Week 51,6,51
11,30,2017,Week 49,25,49
11,30,2017,Week 48,13,48
11,30,2017,Week 47,28,47
11,30,2017,Week 46,5,46
11,30,2017,Week 45,6,45
11,30,2017,Week 44,21,44
11,30,2017,Week 43,16,43
11,30,2017,Week 41,23,41
11,30,2017,Week 38,14,38
11,30,2017,Week 36,2,36
11,30,2017,Week 35,10,35
11,30,2017,Week 34,8,34
11,30,2017,Week 33,17,33
11,30,2017,Week 26,14,26
11,30,2017,Week 25,6,25
11,30,2017,Week 22,4,22
11,30,2017,Week 21,10,21
11,30,2017,Week 19,10,19
11,30,2017,Week 17,4,17
11,30,2017,Week 16,15,16
11,30,2017,Week 12,2,12
11,30,2017,Week 11,11,11
11,30,2017,Week 9,13,9
11,30,2017,Week 8,8,8
11,30,2017,Week 7,6,7
11,30,2017,Week 6,4,6
11,30,2017,Week 4,7,4
11,30,2017,Week 3,8,3
11,30,2018,Week 39,4,39
11,30,2018,Week 38,2,38
11,30,2018,Week 35,13,35
11,30,2018,Week 33,2,33
11,30,2018,Week 28,2,28
11,30,2018,Week 25,11,25
11,30,2018,Week 24,8,24
11,30,2018,Week 19,18,19
11,30,2018,Week 17,2,17
11,30,2018,Week 16,11,16
11,30,2018,Week 15,8,15
11,30,2018,Week 14,16,14
11,30,2018,Week 13,24,13
11,30,2018,Week 10,5,10
11,30,2018,Week 9,15,9
11,30,2018,Week 8,11,8
11,30,2018,Week 7,12,7
11,30,2018,Week 5,1,5
11,30,2018,Week 4,5,4
11,30,2018,Week 3,7,3
11,30,2018,Week 1,34,1
11,31,2017,Week 50,4,50
11,31,2017,Week 49,16,49
11,31,2017,Week 47,13,47
11,31,2017,Week 45,19,45
11,31,2017,Week 43,9,43
11,31,2017,Week 42,6,42
11,31,2017,Week 41,42,41
11,31,2017,Week 40,12,40
11,31,2017,Week 39,5,39
11,31,2017,Week 37,6,37
11,31,2017,Week 36,3,36
11,31,2017,Week 35,9,35
11,31,2017,Week 33,6,33
11,31,2017,Week 32,19,32
11,31,2017,Week 31,9,31
11,31,2017,Week 30,7,30
11,31,2017,Week 28,5,28
11,31,2017,Week 26,5,26
11,31,2017,Week 25,5,25
11,31,2017,Week 24,3,24
11,31,2017,Week 23,26,23
11,31,2017,Week 22,5,22
11,31,2017,Week 21,27,21
11,31,2017,Week 19,25,19
11,31,2017,Week 18,6,18
11,31,2017,Week 17,6,17
11,31,2017,Week 15,2,15
11,31,2017,Week 12,16,12
11,31,2017,Week 11,8,11
11,31,2017,Week 10,37,10
11,31,2017,Week 8,8,8
11,31,2017,Week 5,10,5
11,31,2017,Week 4,10,4
11,31,2017,Week 2,23,2
11,31,2017,Week 1,3,1
11,31,2018,Week 38,12,38
11,31,2018,Week 35,18,35
11,31,2018,Week 34,13,34
11,31,2018,Week 33,19,33
11,31,2018,Week 32,13,32
11,31,2018,Week 30,9,30
11,31,2018,Week 29,18,29
11,31,2018,Week 28,8,28
11,31,2018,Week 27,18,27
11,31,2018,Week 26,18,26
11,31,2018,Week 25,5,25
11,31,2018,Week 24,7,24
11,31,2018,Week 21,3,21
11,31,2018,Week 20,15,20
11,31,2018,Week 18,14,18
11,31,2018,Week 17,3,17
11,31,2018,Week 15,12,15
11,31,2018,Week 14,23,14
11,31,2018,Week 13,15,13
11,31,2018,Week 10,21,10
11,31,2018,Week 7,11,7
11,31,2018,Week 4,12,4
11,31,2018,Week 3,8,3
11,32,2017,Week 48,14,48
11,32,2017,Week 39,5,39
11,32,2017,Week 32,13,32
11,32,2017,Week 30,4,30
11,32,2017,Week 24,5,24
11,32,2017,Week 19,2,19
11,32,2017,Week 15,10,15
11,32,2018,Week 25,14,25
11,32,2018,Week 18,14,18
11,32,2018,Week 3,13,3
11,33,2017,Week 12,10,12
11,33,2017,Week 2,4,2
11,33,2018,Week 38,2,38
11,33,2018,Week 31,6,31
11,33,2018,Week 22,5,22
11,33,2018,Week 20,16,20
11,33,2018,Week 17,7,17
11,33,2018,Week 12,9,12
11,33,2018,Week 9,5,9
11,33,2018,Week 7,12,7
11,34,2017,Week 43,11,43
11,34,2017,Week 37,4,37
11,34,2017,Week 34,16,34
11,34,2017,Week 28,2,28
11,34,2017,Week 20,7,20
11,34,2017,Week 5,3,5
11,34,2017,Week 3,5,3
11,34,2017,Week 2,5,2
11,34,2018,Week 31,8,31
11,34,2018,Week 23,8,23
11,34,2018,Week 20,27,20
11,34,2018,Week 18,19,18
11,34,2018,Week 17,10,17
11,34,2018,Week 14,15,14
11,34,2018,Week 8,13,8
11,34,2018,Week 6,6,6
11,34,2018,Week 5,9,5
11,34,2018,Week 2,5,2
11,34,2018,Week 1,9,1
11,35,2017,Week 32,5,32
11,35,2017,Week 29,10,29
12,1,2017,Week 51,5,51
12,1,2017,Week 46,13,46
12,1,2017,Week 39,11,39
12,1,2017,Week 31,20,31
12,1,2017,Week 30,22,30
12,1,2017,Week 28,40,28
12,1,2017,Week 26,8,26
12,1,2017,Week 25,9,25
12,1,2017,Week 24,4,24
12,1,2017,Week 23,7,23
12,1,2017,Week 22,19,22
12,1,2017,Week 21,3,21
12,1,2017,Week 19,28,19
12,1,2017,Week 18,5,18
12,1,2017,Week 17,11,17
12,1,2017,Week 16,29,16
12,1,2017,Week 15,10,15
12,1,2017,Week 12,3,12
12,1,2017,Week 11,32,11
12,1,2017,Week 10,11,10
12,1,2017,Week 9,31,9
12,1,2017,Week 8,3,8
12,1,2017,Week 7,2,7
12,1,2017,Week 6,6,6
12,1,2017,Week 5,41,5
12,1,2017,Week 4,13,4
12,1,2017,Week 3,30,3
12,1,2017,Week 2,22,2
12,1,2017,Week 1,19,1
12,1,2018,Week 39,28,39
12,1,2018,Week 38,8,38
12,1,2018,Week 37,20,37
12,1,2018,Week 31,29,31
12,1,2018,Week 30,13,30
12,1,2018,Week 26,45,26
12,1,2018,Week 25,26,25
12,1,2018,Week 24,11,24
12,1,2018,Week 23,9,23
12,1,2018,Week 22,21,22
12,1,2018,Week 21,9,21
12,1,2018,Week 20,28,20
12,1,2018,Week 19,6,19
12,1,2018,Week 18,10,18
12,1,2018,Week 17,10,17
12,1,2018,Week 15,22,15
12,1,2018,Week 14,8,14
12,1,2018,Week 13,8,13
12,1,2018,Week 12,22,12
12,1,2018,Week 11,40,11
12,1,2018,Week 8,2,8
12,1,2018,Week 5,16,5
12,1,2018,Week 4,4,4
12,1,2018,Week 3,3,3
12,1,2018,Week 2,6,2
12,2,2017,Week 51,3,51
12,2,2017,Week 50,19,50
12,2,2017,Week 49,8,49
12,2,2017,Week 46,2,46
12,2,2017,Week 45,18,45
12,2,2017,Week 44,10,44
12,2,2017,Week 41,20,41
12,2,2017,Week 40,5,40
12,2,2017,Week 37,6,37
12,2,2017,Week 36,25,36
12,2,2017,Week 34,9,34
12,2,2017,Week 33,9,33
12,2,2017,Week 30,26,30
12,2,2017,Week 29,11,29
12,2,2017,Week 28,17,28
12,2,2017,Week 26,11,26
12,2,2017,Week 25,16,25
12,2,2017,Week 23,25,23
12,2,2017,Week 22,10,22
12,2,2017,Week 21,9,21
12,2,2017,Week 20,8,20
12,2,2017,Week 19,13,19
12,2,2017,Week 18,6,18
12,2,2017,Week 16,9,16
12,2,2017,Week 14,12,14
12,2,2017,Week 13,10,13
12,2,2017,Week 10,9,10
12,2,2017,Week 9,4,9
12,2,2017,Week 7,4,7
12,2,2017,Week 4,10,4
12,2,2017,Week 3,27,3
12,2,2018,Week 39,13,39
12,2,2018,Week 38,5,38
12,2,2018,Week 37,8,37
12,2,2018,Week 36,16,36
12,2,2018,Week 33,19,33
12,2,2018,Week 31,10,31
12,2,2018,Week 30,14,30
12,2,2018,Week 29,7,29
12,2,2018,Week 26,14,26
12,2,2018,Week 23,9,23
12,2,2018,Week 22,14,22
12,2,2018,Week 21,5,21
12,2,2018,Week 18,22,18
12,2,2018,Week 16,27,16
12,2,2018,Week 15,7,15
12,2,2018,Week 13,6,13
12,2,2018,Week 10,11,10
12,2,2018,Week 9,18,9
12,2,2018,Week 6,3,6
12,2,2018,Week 4,2,4
12,2,2018,Week 3,6,3
12,3,2017,Week 52,30,52
12,3,2017,Week 51,26,51
12,3,2017,Week 50,16,50
12,3,2017,Week 49,1,49
12,3,2017,Week 48,9,48
12,3,2017,Week 47,28,47
12,3,2017,Week 46,12,46
12,3,2017,Week 45,35,45
12,3,2017,Week 44,56,44
12,3,2017,Week 43,10,43
12,3,2017,Week 42,7,42
12,3,2017,Week 41,4,41
12,3,2017,Week 40,4,40
12,3,2017,Week 39,10,39
12,3,2017,Week 38,42,38
12,3,2017,Week 35,21,35
12,3,2018,Week 39,32,39
12,3,2018,Week 38,36,38
12,3,2018,Week 37,29,37
12,3,2018,Week 36,26,36
12,3,2018,Week 34,26,34
12,3,2018,Week 33,10,33
12,3,2018,Week 32,17,32
12,3,2018,Week 31,14,31
12,3,2018,Week 30,9,30
12,3,2018,Week 29,3,29
12,3,2018,Week 28,21,28
12,3,2018,Week 27,28,27
12,3,2018,Week 26,3,26
12,3,2018,Week 25,12,25
12,3,2018,Week 24,14,24
12,3,2018,Week 23,1,23
12,3,2018,Week 22,4,22
12,3,2018,Week 21,16,21
12,3,2018,Week 20,20,20
12,3,2018,Week 19,7,19
12,3,2018,Week 18,9,18
12,3,2018,Week 17,5,17
12,3,2018,Week 16,21,16
12,3,2018,Week 14,24,14
12,3,2018,Week 13,22,13
12,3,2018,Week 11,11,11
12,3,2018,Week 10,11,10
12,3,2018,Week 9,15,9
12,3,2018,Week 8,27,8
12,3,2018,Week 7,16,7
12,3,2018,Week 5,32,5
12,3,2018,Week 4,14,4
12,3,2018,Week 3,14,3
12,3,2018,Week 2,48,2
12,4,2017,Week 51,18,51
12,4,2017,Week 46,1,46
12,4,2017,Week 44,7,44
12,4,2017,Week 40,7,40
12,4,2017,Week 29,7,29
12,4,2017,Week 27,8,27
12,4,2017,Week 24,17,24
12,4,2017,Week 1,3,1
12,4,2018,Week 38,2,38
12,4,2018,Week 29,6,29
12,4,2018,Week 26,8,26
12,4,2018,Week 25,16,25
12,4,2018,Week 21,5,21
12,4,2018,Week 19,14,19
12,4,2018,Week 1,8,1
12,5,2017,Week 52,19,52
12,5,2017,Week 27,1,27
12,5,2017,Week 18,20,18
12,5,2017,Week 15,2,15
12,5,2017,Week 13,13,13
12,5,2017,Week 4,13,4
12,5,2017,Week 3,8,3
12,5,2018,Week 38,7,38
12,5,2018,Week 36,9,36
12,5,2018,Week 32,10,32
12,5,2018,Week 31,4,31
12,5,2018,Week 30,4,30
12,5,2018,Week 29,12,29
12,5,2018,Week 23,17,23
12,5,2018,Week 19,10,19
12,5,2018,Week 9,4,9
12,5,2018,Week 7,5,7
12,6,2017,Week 52,9,52
12,6,2017,Week 51,12,51
12,6,2017,Week 50,15,50
12,6,2017,Week 49,16,49
12,6,2017,Week 48,9,48
12,6,2017,Week 47,5,47
12,6,2017,Week 46,24,46
12,6,2017,Week 43,4,43
12,6,2017,Week 42,6,42
12,6,2017,Week 41,8,41
12,6,2017,Week 40,5,40
12,6,2017,Week 38,10,38
12,6,2017,Week 37,10,37
12,6,2017,Week 36,17,36
12,6,2017,Week 35,11,35
12,6,2017,Week 33,24,33
12,6,2017,Week 32,23,32
12,6,2017,Week 31,11,31
12,6,2017,Week 30,26,30
12,6,2017,Week 29,16,29
12,6,2017,Week 27,23,27
12,6,2017,Week 26,29,26
12,6,2017,Week 25,27,25
12,6,2017,Week 24,28,24
12,6,2017,Week 22,37,22
12,6,2017,Week 21,35,21
12,6,2017,Week 20,42,20
12,6,2017,Week 19,8,19
12,6,2017,Week 17,18,17
12,6,2017,Week 16,46,16
12,6,2017,Week 15,26,15
12,6,2017,Week 14,25,14
12,6,2017,Week 13,19,13
12,6,2017,Week 12,14,12
12,6,2017,Week 11,16,11
12,6,2017,Week 10,84,10
12,6,2017,Week 9,21,9
12,6,2017,Week 8,15,8
12,6,2017,Week 7,35,7
12,6,2017,Week 6,14,6
12,6,2017,Week 5,21,5
12,6,2017,Week 4,14,4
